Internal Reference,Product Name,On Hand,Sales Price,Odoo Category,UoM Ratio,Minimum Purchase Qty,Company
ONT031586,RDST - Voodoo Joos (LIQ FB)(100mL) - Apple Blue Raspberry Freeze 06mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027696,RDST - Voodoo Joos (LIQ FB)(100mL) - Berry Bash 03mg,20,5.5,All / Saleable / E-Juice,80,0.25,Doublelift
ONT027697,RDST - Voodoo Joos (LIQ FB)(100mL) - Berry Bash 06mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027700,RDST - Voodoo Joos (LIQ FB)(100mL) - Blue Lemon Berry 06mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT027702,RDST - Voodoo Joos (LIQ FB)(100mL) - Candy Blue Razz 03mg,40,5.5,All / Saleable / E-Juice,80,0.5,Doublelift
ONT027703,RDST - Voodoo Joos (LIQ FB)(100mL) - Candy Blue Razz 06mg,20,5.5,All / Saleable / E-Juice,80,0.25,Doublelift
ONT031588,RDST - Voodoo Joos (LIQ FB)(100mL) - Candy Blue Razz Freeze 03mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT031589,RDST - Voodoo Joos (LIQ FB)(100mL) - Candy Blue Razz Freeze 06mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027705,RDST - Voodoo Joos (LIQ FB)(100mL) - Cinnacream Danish 03mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027706,RDST - Voodoo Joos (LIQ FB)(100mL) - Cinnacream Danish 06mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT027708,RDST - Voodoo Joos (LIQ FB)(100mL) - Custard Graham 03mg,20,5.5,All / Saleable / E-Juice,80,0.25,Doublelift
ONT027709,RDST - Voodoo Joos (LIQ FB)(100mL) - Custard Graham 06mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027711,RDST - Voodoo Joos (LIQ FB)(100mL) - Frooty Pebbles 03mg,15,5.5,All / Saleable / E-Juice,80,0.1875,Doublelift
ONT027712,RDST - Voodoo Joos (LIQ FB)(100mL) - Frooty Pebbles 06mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT027714,RDST - Voodoo Joos (LIQ FB)(100mL) - Hazelnut Cream 03mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT027715,RDST - Voodoo Joos (LIQ FB)(100mL) - Hazelnut Cream 06mg,20,5.5,All / Saleable / E-Juice,80,0.25,Doublelift
ONT027721,RDST - Voodoo Joos (LIQ FB)(100mL) - Icy Blue Razz 06mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT027722,RDST - Voodoo Joos (LIQ FB)(100mL) - Menthol Ice 00mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT027723,RDST - Voodoo Joos (LIQ FB)(100mL) - Menthol Ice 03mg,40,5.5,All / Saleable / E-Juice,80,0.5,Doublelift
ONT027724,RDST - Voodoo Joos (LIQ FB)(100mL) - Menthol Ice 06mg,20,5.5,All / Saleable / E-Juice,80,0.25,Doublelift
ONT027726,RDST - Voodoo Joos (LIQ FB)(100mL) - Pineapple Cake 03mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027729,RDST - Voodoo Joos (LIQ FB)(100mL) - Pixie Dust 03mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT027732,RDST - Voodoo Joos (LIQ FB)(100mL) - Red Tobacco 03mg,20,5.5,All / Saleable / E-Juice,80,0.25,Doublelift
ONT027733,RDST - Voodoo Joos (LIQ FB)(100mL) - Red Tobacco 06mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT027735,RDST - Voodoo Joos (LIQ FB)(100mL) - Strapple Peach 03mg,40,5.5,All / Saleable / E-Juice,80,0.5,Doublelift
ONT027736,RDST - Voodoo Joos (LIQ FB)(100mL) - Strapple Peach 06mg,15,5.5,All / Saleable / E-Juice,80,0.1875,Doublelift
ONT027738,RDST - Voodoo Joos (LIQ FB)(100mL) - Strawberry Ice Cream 03mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027739,RDST - Voodoo Joos (LIQ FB)(100mL) - Strawberry Ice Cream 06mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027741,RDST - Voodoo Joos (LIQ FB)(100mL) - Strawmelon Raspberry 03mg,20,5.5,All / Saleable / E-Juice,80,0.25,Doublelift
ONT027742,RDST - Voodoo Joos (LIQ FB)(100mL) - Strawmelon Raspberry 06mg,15,5.5,All / Saleable / E-Juice,80,0.1875,Doublelift
ONT027744,RDST - Voodoo Joos (LIQ FB)(100mL) - Sweet Tobacco Cream 03mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027745,RDST - Voodoo Joos (LIQ FB)(100mL) - Sweet Tobacco Cream 06mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT027747,RDST - Voodoo Joos (LIQ FB)(100mL) - Tango Twist 03mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027748,RDST - Voodoo Joos (LIQ FB)(100mL) - Tango Twist 06mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT031597,RDST - Voodoo Joos (LIQ FB)(100mL) - Tango Twist Freeze 03mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT027750,RDST - Voodoo Joos (LIQ FB)(100mL) - Tropical Tango 03mg,35,5.5,All / Saleable / E-Juice,80,0.4375,Doublelift
ONT027751,RDST - Voodoo Joos (LIQ FB)(100mL) - Tropical Tango 06mg,10,5.5,All / Saleable / E-Juice,80,0.125,Doublelift
ONT031600,RDST - Voodoo Joos (LIQ FB)(100mL) - Tropical Tango Freeze 03mg,5,5.5,All / Saleable / E-Juice,80,0.0625,Doublelift
ONT031605,RDST - Voodoo Joos (LIQ Salt)(30mL) - Candy Blue Razz Freeze 50mg,5,5.5,All / Saleable / E-Juice,154,0.032467532,Doublelift
ONT028181,RDST - Voodoo Joos (LIQ Salt)(30mL) - Menthol Ice 25mg,5,5.5,All / Saleable / E-Juice,154,0.032467532,Doublelift
ONT028190,RDST - Voodoo Joos (LIQ Salt)(30mL) - Sweet Tobacco Cream 50mg,5,5.5,All / Saleable / E-Juice,154,0.032467532,Doublelift
ONT028192,RDST - Voodoo Joos (LIQ Salt)(30mL) - Tropical Tango 25mg,10,5.5,All / Saleable / E-Juice,154,0.064935065,Doublelift
ONT036302,RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax - Miami Mint 30mg,20,5.5,All / Saleable / E-Juice,48,0.4166666666666667,Doublelift
ONT036303,RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax - Miami Mint 50mg,10,5.5,All / Saleable / E-Juice,48,0.2083333333333333,Doublelift
ONT036304,RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax - Sakura Grape 30mg,5,5.5,All / Saleable / E-Juice,48,0.1041666666666666,Doublelift
ONT033056,RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax - Triple Berry Ice 50mg,5,5.5,All / Saleable / E-Juice,48,0.1041666666666666,Doublelift
ONT041674,RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax - Watermelon Cherry 30mg,5,5.5,All / Saleable / E-Juice,48,0.1041666666666666,Doublelift
ONT041675,RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax - Watermelon Cherry 50mg,5,5.5,All / Saleable / E-Juice,48,0.1041666666666666,Doublelift
ONT036314,RDST - Voodoo Joos (LIQ Salt)(30mL) Flavormax - Watermelon Cherry Ice 30mg,5,5.5,All / Saleable / E-Juice,48,0.1041666666666666,Doublelift
ONT033962,RELX - WAKA Smash (Dispo) (6000Puff) 5% (12mL) - Apple Surge 50mg,10,2.5,All / Saleable / Disposable E-Cig,120,0.083333333,Doublelift
ONT036519,RELX - WAKA SoPro DM (Dispo) (8000Puff)(14mL) - Icy Mineral Water 50mg,35,2.95,All / Saleable / Disposable E-Cig,120,0.2916666666666667,Doublelift
ONT035765,RMGD - Wave (Dispo) (8000Puff)(18mL) - Kiwi Dragon Berry 50mg,20,3.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT036843,RMGD - Wave (Dispo) (8000Puff)(18mL) - Kiwi Watermelon 50mg,20,3.95,All / Saleable / Disposable E-Cig,200,0.1,Doublelift
ONT035813,RMGD - Wave (Dispo) (8000Puff)(18mL) - Watermelon Ice 50mg,5,4.95,All / Saleable / Disposable E-Cig,200,0.025,Doublelift
ONT045507,RPVP - Ripe Vapes (LIQ FB)(120mL) - VCT 03mg,20,6.5,All / Saleable / E-Juice,25,0.4,Doublelift
ONT045509,RPVP - Ripe Vapes (LIQ FB)(120mL) - VCT 12mg,25,6.5,All / Saleable / E-Juice,25,0.5,Doublelift
ONT045514,RPVP - Ripe Vapes (LIQ FB)(120mL) - VCT BOLD 12mg,10,6.5,All / Saleable / E-Juice,25,0.2,Doublelift
ONT045519,RPVP - Ripe Vapes (LIQ FB)(120mL) San Juan Series - Platinum Tobacco 12mg,5,6.5,All / Saleable / E-Juice,25,0.1,Doublelift
ONT045510,RPVP - Ripe Vapes (LIQ Salt)(30mL) - VCT 30mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT045511,RPVP - Ripe Vapes (LIQ Salt)(30mL) - VCT 50mg,5,5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT040865,RUTH - Loaded (LIQ FB)(100mL) - Blueberry Donut 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040866,RUTH - Loaded (LIQ FB)(100mL) - Blueberry Donut 06mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT040883,RUTH - Loaded (LIQ FB)(100mL) - Classic Chocolate Crepe 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040884,RUTH - Loaded (LIQ FB)(100mL) - Classic Chocolate Crepe 06mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT040870,RUTH - Loaded (LIQ FB)(100mL) - Coffee Cookie Crunch 00mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040871,RUTH - Loaded (LIQ FB)(100mL) - Coffee Cookie Crunch 03mg,50,7.7,All / Saleable / E-Juice,50,1,Doublelift
ONT040872,RUTH - Loaded (LIQ FB)(100mL) - Coffee Cookie Crunch 06mg,25,7.7,All / Saleable / E-Juice,50,0.5,Doublelift
ONT040867,RUTH - Loaded (LIQ FB)(100mL) - Cookie Butter 00mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT040868,RUTH - Loaded (LIQ FB)(100mL) - Cookie Butter 03mg,50,7.7,All / Saleable / E-Juice,50,1,Doublelift
ONT040869,RUTH - Loaded (LIQ FB)(100mL) - Cookie Butter 06mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040858,RUTH - Loaded (LIQ FB)(100mL) - Glazed Donuts 00mg,25,7.7,All / Saleable / E-Juice,50,0.5,Doublelift
ONT040859,RUTH - Loaded (LIQ FB)(100mL) - Glazed Donuts 03mg,50,7.7,All / Saleable / E-Juice,50,1,Doublelift
ONT040860,RUTH - Loaded (LIQ FB)(100mL) - Glazed Donuts 06mg,45,7.7,All / Saleable / E-Juice,50,0.9,Doublelift
ONT040877,RUTH - Loaded (LIQ FB)(100mL) - Nutty Choco Crepe 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040878,RUTH - Loaded (LIQ FB)(100mL) - Nutty Choco Crepe 06mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040874,RUTH - Loaded (LIQ FB)(100mL) - Smores 03mg,25,7.7,All / Saleable / E-Juice,50,0.5,Doublelift
ONT040875,RUTH - Loaded (LIQ FB)(100mL) - Smores 06mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT040880,RUTH - Loaded (LIQ FB)(100mL) - Strawberry Cream Crepe 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040881,RUTH - Loaded (LIQ FB)(100mL) - Strawberry Cream Crepe 06mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT040862,RUTH - Loaded (LIQ FB)(100mL) - Strawberry Jelly Donut 03mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT034293,RUTH - Loaded (LIQ FB)(120mL) - Blue Crepe 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT002911,RUTH - Loaded (LIQ FB)(120mL) - Cookie Butter 06mg,45,7.7,All / Saleable / E-Juice,50,0.9,Doublelift
ONT002904,RUTH - Loaded (LIQ FB)(120mL) - Cran Apple 03mg,45,7.7,All / Saleable / E-Juice,50,0.9,Doublelift
ONT002905,RUTH - Loaded (LIQ FB)(120mL) - Cran Apple 06mg,15,7.7,All / Saleable / E-Juice,50,0.3,Doublelift
ONT002906,RUTH - Loaded (LIQ FB)(120mL) - Cran Apple Iced 00mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT002913,RUTH - Loaded (LIQ FB)(120mL) - Glazed Donut 03mg,100,7.7,All / Saleable / E-Juice,50,2,Doublelift
ONT002914,RUTH - Loaded (LIQ FB)(120mL) - Glazed Donut 06mg,50,7.7,All / Saleable / E-Juice,50,1,Doublelift
ONT005063,RUTH - Loaded (LIQ FB)(120mL) - Smores 03mg,50,7.7,All / Saleable / E-Juice,50,1,Doublelift
ONT005064,RUTH - Loaded (LIQ FB)(120mL) - Smores 06mg,20,7.7,All / Saleable / E-Juice,50,0.4,Doublelift
ONT034296,RUTH - Loaded (LIQ FB)(120mL) - Strawberry Cream Crepe 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT020786,RUTH - Loaded (LIQ FB)(120mL) - Strawberry Dipped 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT002918,RUTH - Loaded (LIQ FB)(120mL) - Strawberry Jelly Donut 00mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT002919,RUTH - Loaded (LIQ FB)(120mL) - Strawberry Jelly Donut 03mg,25,7.7,All / Saleable / E-Juice,50,0.5,Doublelift
ONT002920,RUTH - Loaded (LIQ FB)(120mL) - Strawberry Jelly Donut 06mg,20,7.7,All / Saleable / E-Juice,50,0.4,Doublelift
ONT014395,RUTH - Loaded (LIQ Salt)(30mL) - Cookie Butter 35mg,5,4.5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT014396,RUTH - Loaded (LIQ Salt)(30mL) - Cookie Butter 50mg,5,4.5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT013560,RUTH - Loaded (LIQ Salt)(30mL) - Cotton Candy/Pink 35mg,5,4.5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT013561,RUTH - Loaded (LIQ Salt)(30mL) - Cotton Candy/Pink 50mg,10,4.5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT013558,RUTH - Loaded (LIQ Salt)(30mL) - Glazed Donut 35mg,5,4.5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT013559,RUTH - Loaded (LIQ Salt)(30mL) - Glazed Donut 50mg,10,4.5,All / Saleable / E-Juice,50,0.2,Doublelift
ONT014408,RUTH - Loaded (LIQ Salt)(30mL) - Strawberry Jelly Donut 50mg,5,4.5,All / Saleable / E-Juice,50,0.1,Doublelift
ONT042810,RUTH - Loaded (LIQ Salt)(60mL) - Glazed Donut 35mg,5,6.25,All / Saleable / E-Juice,50,0.1,Doublelift
ONT042811,RUTH - Loaded (LIQ Salt)(60mL) - Glazed Donut 50mg,5,6.25,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040814,RUTH - Ruthless (LIQ FB)(100mL) - Berry Drank 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040815,RUTH - Ruthless (LIQ FB)(100mL) - Berry Drank 06mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040802,RUTH - Ruthless (LIQ FB)(100mL) - Brazilian Tobacco 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040817,RUTH - Ruthless (LIQ FB)(100mL) - Cherry Drank 03mg,25,7.7,All / Saleable / E-Juice,50,0.5,Doublelift
ONT040818,RUTH - Ruthless (LIQ FB)(100mL) - Cherry Drank 06mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT040796,RUTH - Ruthless (LIQ FB)(100mL) - Coffee Tobacco 03mg,20,7.7,All / Saleable / E-Juice,50,0.4,Doublelift
ONT040797,RUTH - Ruthless (LIQ FB)(100mL) - Coffee Tobacco 06mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040784,RUTH - Ruthless (LIQ FB)(100mL) - EZ Duz It 03mg,50,7.7,All / Saleable / E-Juice,50,1,Doublelift
ONT040785,RUTH - Ruthless (LIQ FB)(100mL) - EZ Duz It 06mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT040787,RUTH - Ruthless (LIQ FB)(100mL) - EZ Duz It on Ice 03mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT040788,RUTH - Ruthless (LIQ FB)(100mL) - EZ Duz It on Ice 06mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040804,RUTH - Ruthless (LIQ FB)(100mL) - Grape Drank 00mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040805,RUTH - Ruthless (LIQ FB)(100mL) - Grape Drank 03mg,25,7.7,All / Saleable / E-Juice,50,0.5,Doublelift
ONT040806,RUTH - Ruthless (LIQ FB)(100mL) - Grape Drank 06mg,15,7.7,All / Saleable / E-Juice,50,0.3,Doublelift
ONT040808,RUTH - Ruthless (LIQ FB)(100mL) - Grape Drank on Ice 03mg,20,7.7,All / Saleable / E-Juice,50,0.4,Doublelift
ONT040794,RUTH - Ruthless (LIQ FB)(100mL) - Jungle Fever 06mg,20,7.7,All / Saleable / E-Juice,50,0.4,Doublelift
ONT040856,RUTH - Ruthless (LIQ FB)(100mL) Freeze - Berry Blast Iced 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040857,RUTH - Ruthless (LIQ FB)(100mL) Freeze - Berry Blast Iced 06mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT040853,RUTH - Ruthless (LIQ FB)(100mL) Freeze - Cherry Bomb Iced 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT029173,RUTH - Ruthless (LIQ FB)(120mL) - Antidote on Ice 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT041790,RUTH - Ruthless (LIQ FB)(120mL) - Energy Drank 06mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT014498,RUTH - Ruthless (LIQ FB)(120mL) - Ez Duz It 03mg,100,7.7,All / Saleable / E-Juice,50,2,Doublelift
ONT014499,RUTH - Ruthless (LIQ FB)(120mL) - Ez Duz It 06mg,50,7.7,All / Saleable / E-Juice,50,1,Doublelift
ONT014500,RUTH - Ruthless (LIQ FB)(120mL) - Ez Duz It on Ice 00mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT014501,RUTH - Ruthless (LIQ FB)(120mL) - Ez Duz It on Ice 03mg,100,7.7,All / Saleable / E-Juice,50,2,Doublelift
ONT014502,RUTH - Ruthless (LIQ FB)(120mL) - Ez Duz It on Ice 06mg,50,7.7,All / Saleable / E-Juice,50,1,Doublelift
ONT014439,RUTH - Ruthless (LIQ FB)(120mL) - Grape Drank 00mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT014440,RUTH - Ruthless (LIQ FB)(120mL) - Grape Drank 03mg,250,7.7,All / Saleable / E-Juice,50,5,Doublelift
ONT014441,RUTH - Ruthless (LIQ FB)(120mL) - Grape Drank 06mg,50,7.7,All / Saleable / E-Juice,50,1,Doublelift
ONT014443,RUTH - Ruthless (LIQ FB)(120mL) - Grape Drank on Ice 03mg,200,7.7,All / Saleable / E-Juice,50,4,Doublelift
ONT014444,RUTH - Ruthless (LIQ FB)(120mL) - Grape Drank on Ice 06mg,25,7.7,All / Saleable / E-Juice,50,0.5,Doublelift
ONT023397,RUTH - Ruthless (LIQ FB)(120mL) - Jungle Fever 03mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT041796,RUTH - Ruthless (LIQ FB)(120mL) - Pineapple Lmnade on Ice 06mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT018567,RUTH - Ruthless (LIQ FB)(120mL) - Skir Skirrr on Ice 03mg,20,7.7,All / Saleable / E-Juice,50,0.4,Doublelift
ONT018570,RUTH - Ruthless (LIQ FB)(120mL) - Strizzy 03mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT014452,RUTH - Ruthless (LIQ FB)(120mL) - Swamp Thang 03mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT014453,RUTH - Ruthless (LIQ FB)(120mL) - Swamp Thang 06mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT025108,RUTH - Ruthless (LIQ FB)(120mL) Freeze - Cherry Bomb 06mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT025109,RUTH - Ruthless (LIQ FB)(120mL) Freeze - Iced Out 03mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT020600,RUTH - Ruthless (LIQ FB)(120mL) Tobacco - Brazilian Tobacco 03mg,10,7.7,All / Saleable / E-Juice,50,0.2,Doublelift
ONT030594,RUTH - Ruthless (LIQ FB)(120mL) Tobacco - Coffee Tobacco 06mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT030592,RUTH - Ruthless (LIQ FB)(120mL) Tobacco - Dulce De Tobacco 06mg,5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT029175,RUTH - Ruthless (LIQ Salt)(30mL) - Antidote on Ice 35mg,5,4.4,All / Saleable / E-Juice,50,0.1,Doublelift
ONT020840,RUTH - Ruthless (LIQ Salt)(30mL) - Brazilian Tobacco 50mg,5,4.4,All / Saleable / E-Juice,50,0.1,Doublelift
ONT031557,RUTH - Ruthless (LIQ Salt)(30mL) - Cherry Drank 50mg,10,4.4,All / Saleable / E-Juice,50,0.2,Doublelift
ONT032909,RUTH - Ruthless (LIQ Salt)(30mL) - Coffee Tobacco 35mg,10,4.4,All / Saleable / E-Juice,50,0.2,Doublelift
ONT032910,RUTH - Ruthless (LIQ Salt)(30mL) - Coffee Tobacco 50mg,10,4.4,All / Saleable / E-Juice,50,0.2,Doublelift
ONT041382,RUTH - Ruthless (LIQ Salt)(30mL) - Cran Apple 50mg,5,4.4,All / Saleable / E-Juice,50,0.1,Doublelift
ONT003639,RUTH - Ruthless (LIQ Salt)(30mL) - Ez Duz It on Ice 35mg,15,4.4,All / Saleable / E-Juice,50,0.3,Doublelift
ONT014428,RUTH - Ruthless (LIQ Salt)(30mL) - Ez Duz It on Ice 50mg,10,4.4,All / Saleable / E-Juice,50,0.2,Doublelift
ONT014429,RUTH - Ruthless (LIQ Salt)(30mL) - Grape Drank 35mg,10,4.4,All / Saleable / E-Juice,50,0.2,Doublelift
ONT014431,RUTH - Ruthless (LIQ Salt)(30mL) - Grape Drank on Ice 35mg,25,4.4,All / Saleable / E-Juice,50,0.5,Doublelift
ONT014432,RUTH - Ruthless (LIQ Salt)(30mL) - Grape Drank on Ice 50mg,10,4.4,All / Saleable / E-Juice,50,0.2,Doublelift
ONT034568,RUTH - Ruthless (LIQ Salt)(30mL) - Mango on Ice 50mg,5,4.4,All / Saleable / E-Juice,50,0.1,Doublelift
ONT031527,RUTH - Ruthless (LIQ Salt)(30mL) Freeze Edt. - Cherry Bomb 35mg,5,4.4,All / Saleable / E-Juice,50,0.1,Doublelift
ONT031535,RUTH - Ruthless (LIQ Salt)(30mL) Freeze Edt. - Iced Out 35mg,5,4.4,All / Saleable / E-Juice,50,0.1,Doublelift
ONT042547,RUTH - Ruthless (LIQ Salt)(60mL) - EZ Duz It 35mg,5,6.25,All / Saleable / E-Juice,50,0.1,Doublelift
ONT042549,RUTH - Ruthless (LIQ Salt)(60mL) - EZ Duz It on Ice 35mg,5,6.25,All / Saleable / E-Juice,50,0.1,Doublelift
ONT042551,RUTH - Ruthless (LIQ Salt)(60mL) - Grape Drank 35mg,10,6.25,All / Saleable / E-Juice,50,0.2,Doublelift
ONT042554,RUTH - Ruthless (LIQ Salt)(60mL) - Grape Drank on Ice 50mg,10,6.25,All / Saleable / E-Juice,50,0.2,Doublelift
ONT042559,RUTH - Ruthless (LIQ Salt)(60mL) - Swamp Thang 35mg,5,6.25,All / Saleable / E-Juice,50,0.1,Doublelift
ONT043218,RUTH - Ruthless Essentials (LIQ FB)(100mL) - Watermelon Rush on Ice 03mg (Discontinued),5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT043219,RUTH - Ruthless Essentials (LIQ FB)(100mL) - Watermelon Rush on Ice 06mg (Discontinued),5,7.7,All / Saleable / E-Juice,50,0.1,Doublelift
ONT035454,RWEJ - Redwood (LIQ FB)(60mL) - Eureka Ice (Yellow Blue) 06mg,5,2.95,All / Saleable / E-Juice,50,0.1,Doublelift
ONT040158,SCDI - Time Bomb (LIQ FB)(120mL) - .357(Buckshot) 03mg,10,6,All / Saleable / E-Juice,81,0.1234567901234567,Doublelift
ONT040128,SCDI - Time Bomb (LIQ FB)(120mL) - Fuse 03mg,10,6,All / Saleable / E-Juice,81,0.1234567901234567,Doublelift
ONT040140,SCDI - Time Bomb (LIQ FB)(120mL) - Joker 03mg,5,6,All / Saleable / E-Juice,81,0.061728395,Doublelift
ONT040161,SCDI - Time Bomb (LIQ FB)(120mL) - M.O.A.B.(Clutch) 03mg,10,6,All / Saleable / E-Juice,81,0.1234567901234567,Doublelift
ONT040131,SCDI - Time Bomb (LIQ FB)(120mL) - Maniac 03mg,20,6,All / Saleable / E-Juice,81,0.2469135802469135,Doublelift
ONT040132,SCDI - Time Bomb (LIQ FB)(120mL) - Maniac 06mg,5,6,All / Saleable / E-Juice,81,0.061728395,Doublelift
ONT040134,SCDI - Time Bomb (LIQ FB)(120mL) - Pixy 03mg,25,6,All / Saleable / E-Juice,81,0.3086419753086419,Doublelift
ONT040143,SCDI - Time Bomb (LIQ FB)(120mL) - TNT 03mg,25,6,All / Saleable / E-Juice,81,0.3086419753086419,Doublelift
ONT040146,SCDI - Time Bomb (LIQ FB)(120mL) - TNT Ice 03mg,20,6,All / Saleable / E-Juice,81,0.2469135802469135,Doublelift
ONT040147,SCDI - Time Bomb (LIQ FB)(120mL) - TNT Ice 06mg,5,6,All / Saleable / E-Juice,81,0.061728395,Doublelift
ONT040169,SCDI - Time Bomb (LIQ Salt)(30mL) - Pixy 24mg,5,5.5,All / Saleable / E-Juice,100,0.05,Doublelift
ONT042536,SCDS - Kuz (Dispo) (9000Puff)(19mL) - Blue Razz Lemonade 50mg,10,1.95,All / Saleable / Disposable E-Cig,100,0.1,Doublelift
ONT037680,SCDS - Kuz (Dispo) (9000Puff)(19mL) - Lemon Mint 50mg,20,1.95,All / Saleable / Disposable E-Cig,100,0.2,Doublelift
ONT042540,SCDS - Kuz (Dispo) (9000Puff)(19mL) - Mango Peach Watermelon 50mg,10,1.95,All / Saleable / Disposable E-Cig,100,0.1,Doublelift
ONT037685,SCDS - Kuz (Dispo) (9000Puff)(19mL) - Passion Grapefruit 50mg,10,1.95,All / Saleable / Disposable E-Cig,100,0.1,Doublelift
